Date,Open,High,Low,Close,Volume
29-Apr-08,171.11,175.66,170.25,175.05,32642400
28-Apr-08,169.75,173.75,169.13,172.24,27733600
25-Apr-08,170.7,171.1,166.42,169.73,34284900
24-Apr-08,165.34,169.98,159.19,168.94,57011700
23-Apr-08,164.05,164.84,161.08,162.89,39283900
22-Apr-08,167.4,168,158.09,160.2,50439700
21-Apr-08,162.21,168.5,161.76,168.16,36320800
18-Apr-08,159.12,162.26,158.38,161.04,34624300
17-Apr-08,154.17,156,153.35,154.49,24272300
16-Apr-08,151.72,154.1,150.62,153.7,27359800
15-Apr-08,149.4,149.72,145.72,148.38,23933800
14-Apr-08,146.77,149.25,144.54,147.78,29677700
11-Apr-08,152.72,153.3,146.4,147.14,42563600
10-Apr-08,151.13,155.42,150.6,154.55,33778600
09-Apr-08,153.31,153.89,150.46,151.44,30953600
08-Apr-08,153.55,156.45,152.32,152.84,35111200
07-Apr-08,156.13,159.69,155.11,155.89,40797800
04-Apr-08,152.19,154.72,150.75,153.08,29732100
03-Apr-08,147.06,153.63,147,151.61,37023400
02-Apr-08,148.78,151.2,145.85,147.49,35677500
01-Apr-08,146.3,149.66,143.61,149.53,36027300
31-Mar-08,143.27,145.71,142.52,143.5,26947400
28-Mar-08,141.8,144.65,141.6,143.01,25067500
27-Mar-08,144.95,145.31,139.99,140.25,35206100
26-Mar-08,140.87,145.74,140.64,145.06,40626200
25-Mar-08,139.96,143.1,137.33,140.98,37194400
24-Mar-08,134.01,140.85,133.64,139.53,37681900
20-Mar-08,131.12,133.29,129.18,133.27,31321100
19-Mar-08,133.12,134.29,129.67,129.67,35019600
18-Mar-08,129.18,133,128.67,132.82,42361700
17-Mar-08,122.55,128.59,122.55,126.73,37770100
14-Mar-08,129.88,130.3,124.2,126.61,40303700
13-Mar-08,124.1,129.5,123,127.94,44330100
12-Mar-08,127.04,128.68,125.17,126.03,37386300
11-Mar-08,124.1,127.48,122,127.35,40283200
10-Mar-08,121.98,123.46,119.37,119.69,35273300
07-Mar-08,120.41,122.98,119.05,122.25,43060100
06-Mar-08,124.62,127.5,120.81,120.93,51831900
05-Mar-08,123.58,125.14,122.25,124.49,42465800
04-Mar-08,121.99,124.88,120.4,124.62,63109200
03-Mar-08,124.44,125.98,118,121.73,56455700
29-Feb-08,129.29,130.21,124.8,125.02,43932600
28-Feb-08,127.2,132.2,125.77,129.91,56186500
27-Feb-08,118.23,123.05,118.09,122.96,49698700
26-Feb-08,117.64,121.09,115.44,119.15,52497900
25-Feb-08,118.59,120.17,116.66,119.74,44355200
22-Feb-08,122.48,122.51,115.87,119.46,53967400
21-Feb-08,126.05,126.47,120.86,121.54,32504400
20-Feb-08,122.2,124.6,121.68,123.82,34047400
19-Feb-08,125.99,126.75,121.44,122.18,35129800
15-Feb-08,126.27,127.08,124.06,124.63,30367800
14-Feb-08,129.4,130.8,127.01,127.46,33721600
13-Feb-08,126.68,129.78,125.63,129.4,33813000
12-Feb-08,130.7,131,123.62,124.86,43214000
11-Feb-08,128.01,129.98,127.2,129.45,41873100
08-Feb-08,122.08,125.7,121.6,125.48,47867700
07-Feb-08,119.97,124.78,117.27,121.24,73048900
06-Feb-08,130.83,131.92,121.77,122,54990500
05-Feb-08,130.43,134,128.9,129.36,39921800
04-Feb-08,134.21,135.9,131.42,131.65,31265400
01-Feb-08,136.24,136.59,132.18,133.75,34967500
31-Jan-08,129.45,136.65,129.4,135.36,46444000
30-Jan-08,131.37,135.45,130,132.18,43684900
29-Jan-08,131.15,132.79,129.05,131.54,38022600
28-Jan-08,128.16,133.2,126.45,130.01,50978300
25-Jan-08,138.99,139.09,129.61,130.01,54468700
24-Jan-08,139.99,140.7,132.01,135.6,68069000
23-Jan-08,136.19,140,126.14,139.07,17008800
22-Jan-08,148.06,159.98,146,155.64,69530400
18-Jan-08,161.71,165.75,159.61,161.36,57983700
17-Jan-08,161.51,165.36,158.42,160.89,61237600
16-Jan-08,165.23,169.01,156.7,159.64,77804500
15-Jan-08,177.72,179.22,164.66,169.04,81723300
14-Jan-08,177.52,179.42,175.17,178.78,36688700
11-Jan-08,176,177.85,170,172.69,43219400
10-Jan-08,177.58,181,175.41,178.02,52015700
09-Jan-08,171.3,179.5,168.3,179.4,63762300
08-Jan-08,180.14,182.46,170.8,171.25,53470100
07-Jan-08,181.25,183.6,170.23,177.64,72691000
04-Jan-08,191.45,193,178.89,180.05,50834900
03-Jan-08,195.41,197.39,192.69,194.93,29442500
02-Jan-08,199.27,200.26,192.55,194.84,38017600
31-Dec-07,199.5,200.5,197.75,198.08,18747500
28-Dec-07,200.59,201.56,196.88,199.83,23879100
27-Dec-07,198.95,202.96,197.8,198.57,27802400
26-Dec-07,199.01,200.96,196.82,198.95,24247200
24-Dec-07,195.03,199.33,194.79,198.8,15535900
21-Dec-07,190.12,193.91,189.89,193.91,32836100
20-Dec-07,185.43,187.83,183.33,187.21,26688500
19-Dec-07,182.98,184.64,180.9,183.12,29144200
18-Dec-07,186.52,187.33,178.6,182.98,43134200
17-Dec-07,190.72,192.65,182.98,184.4,36048300
14-Dec-07,190.37,200,189.54,190.39,22899700
13-Dec-07,190.19,192.12,187.82,191.83,30420300
12-Dec-07,193.44,194.48,185.76,190.86,41927400
11-Dec-07,194.75,196.83,187.39,188.54,39218800
10-Dec-07,193.59,195.66,192.69,194.21,24900000
07-Dec-07,190.54,194.99,188.04,194.3,37052600
06-Dec-07,186.19,190.1,186.12,189.95,31407800
05-Dec-07,182.89,186,182.41,185.5,31225000
04-Dec-07,177.15,180.9,176.99,179.81,27000500
03-Dec-07,181.86,184.14,177.7,178.86,33616600
30-Nov-07,187.34,187.7,179.7,182.22,41498000
29-Nov-07,179.43,185.17,179.15,184.29,36614700
28-Nov-07,176.82,180.6,175.35,180.22,40194300
27-Nov-07,175.22,175.79,170.01,174.81,46278200
26-Nov-07,173.59,177.27,172.35,172.54,45097000
23-Nov-07,172,172.05,169.75,171.54,15054100
21-Nov-07,165.84,172.35,164.67,168.46,42785700
20-Nov-07,165.67,171.79,163.53,168.85,54473400
19-Nov-07,166.1,168.2,162.1,163.95,40415600
16-Nov-07,165.3,167.02,159.33,166.39,48345300
15-Nov-07,166.39,169.59,160.3,164.3,51683900
14-Nov-07,177.16,177.57,163.74,166.11,49444700
13-Nov-07,160.85,170.98,160.14,169.96,59708900
12-Nov-07,165.28,167.7,150.63,153.76,61857200
09-Nov-07,171.15,175.12,165.21,165.37,53096500
08-Nov-07,186.67,186.9,167.77,175.47,66759900
07-Nov-07,190.61,192.68,186.13,186.3,34619900
06-Nov-07,187.05,192,185.27,191.79,33352400
05-Nov-07,185.29,188.96,184.24,186.18,27928500
02-Nov-07,189.16,189.44,183.49,187.87,34984100
01-Nov-07,188.6,190.1,180,187.44,27502900
31-Oct-07,187.63,190.12,184.95,189.95,28580500
30-Oct-07,186.18,189.37,184.73,187,32363400
29-Oct-07,185.45,186.59,184.7,185.09,18823800
26-Oct-07,185.29,185.37,182.88,184.7,24774000
25-Oct-07,184.87,185.9,181.66,182.78,32944600
24-Oct-07,185.81,187.21,179.24,185.93,45179700
23-Oct-07,188.56,188.6,182.76,186.16,60070000
22-Oct-07,170.35,174.9,169.96,174.36,42811100
19-Oct-07,174.24,174.63,170,170.42,44411700
18-Oct-07,171.5,174.19,171.05,173.5,28349200
17-Oct-07,172.69,173.04,169.18,172.75,38518000
16-Oct-07,165.54,170.18,165.15,169.58,36882900
15-Oct-07,167.98,169.57,163.5,166.98,37615600
12-Oct-07,163.01,167.28,161.8,167.25,34194800
11-Oct-07,169.49,171.88,153.21,162.23,57309200
10-Oct-07,167.55,167.88,165.6,166.79,23339800
09-Oct-07,170.2,171.11,166.68,167.86,38157900
08-Oct-07,163.49,167.91,162.97,167.91,29110400
05-Oct-07,158.37,161.58,157.7,161.45,32178600
04-Oct-07,158,158.08,153.5,156.24,22875200
03-Oct-07,157.78,159.18,157.01,157.92,24047500
02-Oct-07,156.55,158.59,155.89,158.45,27353000
01-Oct-07,154.59,157.41,152.93,156.34,29343500
28-Sep-07,153.44,154.6,152.75,153.47,21521700
27-Sep-07,153.77,154.52,152.32,154.5,22880400
26-Sep-07,154.47,155,151.25,152.77,33357800
25-Sep-07,146.84,153.22,146.82,153.18,41588600
24-Sep-07,146.73,149.85,146.65,148.28,35756600
21-Sep-07,141.14,144.65,140.31,144.15,38964600
20-Sep-07,140.15,141.79,139.32,140.31,24004200
19-Sep-07,143.02,143.16,139.4,140.77,35183400
18-Sep-07,139.06,142.85,137.83,140.92,36821700
17-Sep-07,138.99,140.59,137.6,138.41,27444100
14-Sep-07,136.57,138.98,136.2,138.81,21111300
13-Sep-07,138.83,139,136.65,137.2,22739600
12-Sep-07,135.99,139.4,135.75,136.85,35750600
11-Sep-07,137.9,138.3,133.75,135.49,33959600
10-Sep-07,137,138.04,133.95,136.71,50096800
07-Sep-07,132.01,132.3,130,131.77,49536700
06-Sep-07,135.56,137.57,132.71,135.01,65584300
05-Sep-07,144.97,145.84,136.1,136.76,80728600
04-Sep-07,139.94,145.73,139.84,144.16,45997200
31-Aug-07,139.49,139.65,137.41,138.48,29892800
30-Aug-07,132.67,138.25,132.3,136.25,50471600
29-Aug-07,129.88,134.18,129.54,134.08,40001700
28-Aug-07,130.99,132.41,126.63,126.82,40781700
27-Aug-07,133.39,134.66,132.1,132.25,24431300
24-Aug-07,130.53,135.37,129.81,135.3,31906500
23-Aug-07,133.09,133.34,129.76,131.07,30033800
22-Aug-07,131.22,132.75,130.33,132.51,35510900
21-Aug-07,122.21,128.96,121,127.57,45843300
20-Aug-07,123.96,124.5,120.5,122.22,27750200
17-Aug-07,122.01,123.5,119.82,122.06,39869500
16-Aug-07,117.01,118.5,111.62,117.05,65398300
15-Aug-07,122.74,124.86,119.65,119.9,34812100
14-Aug-07,128.29,128.3,123.71,124.03,25674600
13-Aug-07,128.32,129.35,126.5,127.79,25913900
10-Aug-07,123.12,127.75,120.3,125,48415200
09-Aug-07,131.11,133,125.09,126.39,39302800
08-Aug-07,136.76,136.86,132,134.01,28072300
07-Aug-07,134.94,137.24,132.63,135.03,33453800
06-Aug-07,132.9,135.27,128.3,135.25,32205800
03-Aug-07,135.26,135.95,131.5,131.85,23382000
02-Aug-07,136.65,136.96,134.15,136.49,29429800
01-Aug-07,133.64,135.38,127.77,135,60456600
31-Jul-07,142.97,143.48,131.52,131.76,60764300
30-Jul-07,144.33,145.45,139.57,141.43,38558100
27-Jul-07,146.19,148.92,143.78,143.85,40256700
26-Jul-07,145.91,148.5,136.96,146,73347700
25-Jul-07,137.35,138.36,135,137.26,41019200
24-Jul-07,138.88,141,134.15,134.89,59442800
23-Jul-07,143.31,145.22,140.93,143.7,36084300
20-Jul-07,141.65,144.18,140,143.75,37791900
19-Jul-07,140.3,140.81,139.65,140,24236600
18-Jul-07,138.19,138.44,136.04,138.12,25949100
17-Jul-07,138.3,139.6,137.5,138.91,24908700
16-Jul-07,138.39,139.98,137.5,138.1,32982400
13-Jul-07,135.03,137.85,134.52,137.73,30844600
12-Jul-07,133.85,134.24,132.39,134.07,24697300
11-Jul-07,132.07,133.7,131.31,132.39,28704800
10-Jul-07,128.88,134.5,128.81,132.35,44139900
09-Jul-07,132.38,132.9,129.18,130.33,34886300
06-Jul-07,133.13,133.34,130.4,132.3,29590700
05-Jul-07,128.8,132.97,128.69,132.75,49919400
03-Jul-07,122,127.4,121.5,127.17,40886900
02-Jul-07,121.05,122.09,119.3,121.26,33007200
29-Jun-07,121.97,124,121.09,122.04,39640400
28-Jun-07,122.36,122.49,120,120.56,28360000
27-Jun-07,120.61,122.04,119.26,121.89,33874200
26-Jun-07,123.98,124,118.72,119.65,46168900
25-Jun-07,124.19,125.09,121.06,122.34,34041100
22-Jun-07,123.85,124.45,122.38,123,21595500
21-Jun-07,121.7,124.29,120.72,123.9,30348200
20-Jun-07,123.87,124.66,121.5,121.55,31323400
19-Jun-07,124.69,125.01,122.91,123.66,32424900
18-Jun-07,123.28,125.18,122.54,125.09,30561000
15-Jun-07,120.62,120.67,119.86,120.5,23729200
14-Jun-07,117.2,119.45,116.42,118.75,33942300
13-Jun-07,121.15,121.19,115.4,117.5,60556900
12-Jun-07,119.35,121.71,118.31,120.38,49181400
11-Jun-07,126,126.15,119.54,120.19,65552500
08-Jun-07,125.82,125.83,122.29,124.49,43060300
07-Jun-07,124.99,127.61,123.19,124.07,66829300
06-Jun-07,122.3,124.05,121.95,123.64,39116500
05-Jun-07,121.41,122.69,120.5,122.67,32009600
04-Jun-07,118.63,121.73,117.9,121.33,30889200
01-Jun-07,121.1,121.19,118.29,118.4,30837500
31-May-07,120.07,122.17,119.54,121.19,44641600
30-May-07,114.3,118.88,113.53,118.77,51317200
29-May-07,114.45,114.86,112.69,114.35,22548100
25-May-07,112,113.78,111.5,113.62,21801100
24-May-07,112.81,114.46,110.37,110.69,31066700
23-May-07,114.02,115,112.59,112.89,30914800
22-May-07,112.49,113.75,112.01,113.54,20100000
21-May-07,110.31,112.45,110.05,111.98,22513100
18-May-07,110.23,110.64,109.77,110.02,19436200
17-May-07,107.15,109.87,107.15,109.44,25979000
16-May-07,108.53,108.83,103.42,107.34,39111000
15-May-07,109.57,110.2,106.48,107.52,33826100
14-May-07,109.62,110,108.25,109.36,22304700
11-May-07,107.74,109.13,106.78,108.74,22931600
10-May-07,106.63,108.84,105.92,107.34,42536800
09-May-07,104.91,106.96,104.89,106.88,23890400
08-May-07,103.47,105.15,103.42,105.06,27159700
07-May-07,101.08,104.35,101.01,103.92,29926100
04-May-07,100.8,101.6,100.5,100.81,13382200
03-May-07,100.73,101.45,100.01,100.4,20095800
02-May-07,99.65,100.54,99.47,100.39,17136400
01-May-07,99.59,100.35,98.55,99.47,18377700
30-Apr-07,100.09,101,99.67,99.8,21409100
27-Apr-07,98.18,99.95,97.69,99.92,24114400
26-Apr-07,101.58,102.5,98.3,98.84,56366700
25-Apr-07,94.23,95.4,93.8,95.35,29692400
24-Apr-07,93.96,96.39,91.3,93.24,37001300
